trade_id,order_id,symbol,side,price,quantity,timestamp,commission
TRD_000001,ORD_000001,IF,buy,4525.2,1,2025-09-26,31.22388
TRD_000002,ORD_000002,IF,sell,4506.6,1,2025-10-20,31.09554
TRD_000003,ORD_000003,IF,sell,4506.6,1,2025-10-20,31.09554
TRD_000004,ORD_000004,IF,buy,4577.8,1,2025-10-21,31.58682
TRD_000005,ORD_000005,IF,buy,4577.8,1,2025-10-21,31.58682
TRD_000006,ORD_000006,IF,sell,4580.6,1,2025-10-23,31.60614
TRD_000007,ORD_000007,IF,sell,4580.6,1,2025-10-23,31.60614
TRD_000008,ORD_000008,IF,buy,4635.0,1,2025-10-24,31.9815
TRD_000009,ORD_000009,IF,buy,4635.0,1,2025-10-24,31.9815
TRD_000010,ORD_000010,IF,sell,4581.2,1,2025-11-17,31.61028
TRD_000011,ORD_000011,IF,sell,4581.2,1,2025-11-17,31.61028
TRD_000012,ORD_000012,IF,buy,4613.4,1,2025-12-08,31.83246
TRD_000013,ORD_000013,IF,buy,4613.4,1,2025-12-08,31.83246
TRD_000014,ORD_000014,IF,sell,4531.8,1,2025-12-17,31.26942
TRD_000015,ORD_000015,IF,sell,4531.8,1,2025-12-17,31.26942
TRD_000016,ORD_000016,IF,buy,4571.599999999999,1,2025-12-23,31.544039999999995
TRD_000017,ORD_000017,IF,buy,4571.599999999999,1,2025-12-23,31.544039999999995
TRD_000018,ORD_000018,IF,sell,4732.6,1,2026-01-28,32.65494
TRD_000019,ORD_000019,IF,sell,4732.6,1,2026-01-28,32.65494
TRD_000020,ORD_000020,IF,buy,4784.2,1,2026-01-29,33.01098
TRD_000021,ORD_000021,IF,buy,4784.2,1,2026-01-29,33.01098
TRD_000022,ORD_000022,IF,sell,4710.8,1,2026-01-30,32.50452
TRD_000023,ORD_000023,IF,sell,4710.8,1,2026-01-30,32.50452
TRD_000024,ORD_000024,IF,buy,4627.2,1,2026-02-13,31.92768
TRD_000025,ORD_000025,IF,buy,4627.2,1,2026-02-13,31.92768
TRD_000026,ORD_000026,IF,sell,4683.2,1,2026-02-24,32.31408
TRD_000027,ORD_000027,IF,sell,4683.2,1,2026-02-24,32.31408
TRD_000028,ORD_000028,IF,buy,4711.4,1,2026-03-02,32.50866
TRD_000029,ORD_000029,IF,buy,4711.4,1,2026-03-02,32.50866
TRD_000030,ORD_000030,IF,sell,4590.8,1,2026-03-04,31.67652
TRD_000031,ORD_000031,IF,sell,4590.8,1,2026-03-04,31.67652
TRD_000032,ORD_000032,IF,buy,4562.2,1,2026-04-10,31.47918
TRD_000033,ORD_000033,IF,buy,4562.2,1,2026-04-10,31.47918
TRD_000034,ORD_000034,IF,sell,4742.8,1,2026-05-21,32.72532
TRD_000035,ORD_000035,IF,sell,4742.8,1,2026-05-21,32.72532
TRD_000036,ORD_000036,IF,buy,4857.4,1,2026-05-27,33.51606
TRD_000037,ORD_000037,IF,buy,4857.4,1,2026-05-27,33.51606
TRD_000038,ORD_000038,IF,sell,4776.6,1,2026-06-05,32.95854
TRD_000039,ORD_000039,IF,sell,4776.6,1,2026-06-05,32.95854
TRD_000040,ORD_000040,IF,buy,4984.0,1,2026-06-22,34.3896
TRD_000041,ORD_000041,IF,buy,4984.0,1,2026-06-22,34.3896
TRD_000042,ORD_000042,IF,sell,4703.2,1,2026-07-07,32.45208
TRD_000043,ORD_000043,IF,sell,4703.2,1,2026-07-07,32.45208
TRD_000044,ORD_000044,IF,buy,4644.8,1,2026-08-10,32.04912
TRD_000045,ORD_000045,IF,buy,4644.8,1,2026-08-10,32.04912
TRD_000046,ORD_000046,IF,sell,4526.2,1,2026-08-24,31.23078
TRD_000047,ORD_000047,IF,sell,4526.2,1,2026-08-24,31.23078
